product_id,category,avg_price
1,Home,107.87058823529412
2,Electronics,78.60928571428572
3,Electronics,125.75666666666666
4,Electronics,188.161875
5,Clothing,155.861875
6,Clothing,92.44533333333334
7,Electronics,135.7753846153846
8,Clothing,94.43766666666667
9,Beauty,71.975
10,Home,115.69535714285713
11,Clothing,94.36153846153846
12,Clothing,94.49
13,Electronics,131.40411764705883
14,Beauty,95.80304347826086
15,Clothing,96.46923076923076
16,Home,97.29185185185186
17,Books,122.04476190476191
18,Toys,93.82833333333333
19,Sports,87.04727272727273
20,Clothing,86.27947368421053
21,Home,102.97178571428572
22,Clothing,126.71545454545453
23,Clothing,73.69083333333333
24,Clothing,99.37352941176471
25,Grocery,43.126315789473686
26,Electronics,137.88363636363636
27,Home,127.27550000000001
28,Toys,125.5784
29,Home,90.35095238095238
30,Grocery,65.86142857142856
31,Beauty,65.70416666666667
32,Electronics,137.2447619047619
33,Clothing,48.353571428571435
34,Clothing,137.61833333333334
35,Electronics,176.88823529411764
36,Home,93.523
37,Home,189.67470588235292
38,Home,111.86423076923077
39,Books,64.41411764705882
40,Clothing,66.128
41,Books,102.81055555555555
42,Electronics,201.24764705882353
43,Beauty,98.76666666666667
44,Books,79.18444444444444
45,Clothing,65.06315789473685
46,Home,84.57625
47,Home,99.86115384615384
48,Sports,88.77130434782609
49,Books,73.26263157894736
50,Beauty,94.899
51,Electronics,100.87947368421052
52,Home,103.24818181818182
53,Home,85.08714285714285
54,Clothing,124.62749999999998
55,Books,128.954
56,Electronics,108.99347826086957
57,Clothing,91.75791666666667
58,Home,73.36368421052632
59,Home,134.16038461538463
60,Books,102.055625
61,Clothing,80.05181818181819
62,Grocery,97.06285714285715
63,Beauty,89.32849999999999
64,Grocery,48.81454545454546
65,Beauty,66.626
66,Clothing,124.95833333333333
67,Electronics,161.9556
68,Grocery,88.80304347826088
69,Clothing,131.51038461538462
70,Electronics,182.39235294117648
71,Clothing,83.41333333333334
72,Grocery,89.492
73,Clothing,107.81
74,Beauty,108.85608695652174
75,Clothing,53.55466666666667
76,Clothing,74.25823529411765
77,Clothing,120.03038461538462
78,Clothing,131.85413793103447
79,Clothing,102.4405
80,Clothing,144.71347826086955
81,Beauty,89.66952380952381
82,Clothing,44.706250000000004
83,Home,88.32
84,Home,90.23608695652173
85,Clothing,121.47266666666665
86,Beauty,99.2024
87,Home,92.40599999999999
88,Home,144.41470588235296
89,Sports,107.73333333333333
90,Beauty,92.3745
91,Clothing,113.83473684210527
92,Books,108.80235294117648
93,Clothing,114.925
94,Books,102.30684210526316
95,Clothing,115.352
96,Books,93.118125
97,Grocery,65.9057142857143
98,Grocery,63.19571428571429
99,Electronics,198.08692307692309
100,Grocery,61.16307692307692
101,Electronics,140.63285714285715
102,Home,101.21368421052631
103,Home,167.48222222222222
104,Clothing,96.7752380952381
105,Electronics,173.84230769230768
106,Grocery,129.2075
107,Clothing,69.97384615384615
108,Clothing,134.14600000000002
109,Books,78.91142857142857
110,Home,80.63149999999999
111,Toys,91.94357142857143
112,Clothing,130.60296296296298
113,Toys,86.30130434782609
114,Books,96.93222222222222
115,Books,103.4718181818182
116,Clothing,82.095
117,Home,94.91470588235293
118,Clothing,143.80166666666668
119,Electronics,160.47272727272727
120,Clothing,63.36954545454546
121,Books,100.36058823529413
122,Books,76.36571428571429
123,Clothing,120.57142857142857
124,Grocery,72.37272727272726
125,Home,99.9804347826087
126,Clothing,71.902
127,Clothing,89.8153846153846
128,Clothing,101.17699999999999
129,Home,91.73181818181818
130,Clothing,82.35909090909091
131,Toys,73.20318181818182
132,Clothing,63.75090909090909
133,Sports,107.44166666666666
134,Electronics,118.64399999999999
135,Beauty,117.6617391304348
136,Clothing,100.3464705882353
137,Electronics,162.72285714285712
138,Electronics,104.01631578947368
139,Clothing,83.92571428571429
140,Clothing,92.58500000000001
141,Books,83.27217391304347
142,Clothing,80.44521739130435
143,Clothing,73.08200000000001
144,Clothing,81.59
145,Home,84.62684210526317
146,Toys,59.83181818181818
147,Home,89.05739130434783
148,Grocery,163.44933333333333
149,Clothing,91.63777777777779
150,Grocery,103.97277777777778
151,Electronics,171.4813333333333
152,Books,81.40615384615384
153,Books,70.234
154,Home,151.94285714285715
155,Clothing,111.691
156,Beauty,98.00695652173913
157,Electronics,129.98944444444444
158,Home,59.501363636363635
159,Clothing,72.07894736842105
160,Sports,60.769999999999996
161,Clothing,104.34095238095237
162,Toys,96.23882352941176
163,Clothing,119.98263157894738
164,Clothing,97.044
165,Clothing,106.20363636363636
166,Home,119.945
167,Clothing,62.586842105263166
168,Electronics,154.01384615384615
169,Electronics,132.1742105263158
170,Beauty,106.51428571428572
171,Clothing,95.48937500000001
172,Clothing,117.12548387096774
173,Grocery,77.86130434782608
174,Books,128.87823529411764
175,Grocery,88.34730769230768
176,Clothing,132.99708333333334
177,Beauty,53.350769230769224
178,Clothing,117.14538461538463
179,Books,109.0635294117647
180,Electronics,135.66826086956522
181,Sports,150.97875
182,Clothing,101.44846153846153
183,Sports,141.6428
184,Beauty,77.47555555555556
185,Clothing,88.46235294117648
186,Toys,108.96923076923076
187,Clothing,111.326
188,Electronics,131.05142857142857
189,Clothing,103.35045454545455
190,Clothing,124.60842105263157
191,Electronics,132.99363636363637
192,Beauty,124.38956521739131
193,Books,103.42916666666666
194,Toys,114.86500000000001
195,Clothing,62.911538461538456
196,Beauty,82.9791304347826
197,Clothing,106.800625
198,Grocery,95.555
199,Clothing,75.932
200,Clothing,121.35133333333333
201,Beauty,88.09052631578948
202,Grocery,72.22888888888889
203,Beauty,91.63722222222222
204,Electronics,112.7665
205,Clothing,104.88719999999999
206,Home,81.90625
207,Beauty,76.08521739130435
208,Clothing,93.65052631578946
209,Home,108.80761904761906
210,Sports,84.66499999999999
211,Sports,108.00285714285714
212,Clothing,89.15923076923076
213,Home,109.04904761904761
214,Home,128.08478260869563
215,Home,126.16571428571429
216,Clothing,80.28
217,Electronics,121.27684210526314
218,Electronics,131.8878947368421
219,Grocery,77.799375
220,Clothing,110.64260869565216
221,Electronics,91.88458333333334
222,Clothing,91.95176470588234
223,Electronics,110.81473684210526
224,Clothing,106.87933333333334
225,Home,63.95153846153846
226,Clothing,122.731875
227,Electronics,109.71809523809523
228,Toys,67.85958333333333
229,Grocery,104.02894736842106
230,Home,132.844
231,Beauty,92.62952380952382
232,Clothing,98.91133333333333
233,Home,70.258125
234,Clothing,83.07038461538461
235,Beauty,103.91619047619047
236,Clothing,76.7355
237,Beauty,69.11933333333333
238,Electronics,193.5533333333333
239,Beauty,108.8325
240,Electronics,159.39555555555555
241,Grocery,117.21263157894737
242,Electronics,137.0757142857143
243,Clothing,83.20333333333332
244,Electronics,124.17
245,Electronics,141.43967741935484
246,Clothing,125.64950000000002
247,Beauty,83.4085
248,Clothing,99.25333333333333
249,Electronics,175.4525925925926
250,Grocery,97.57111111111111
251,Clothing,82.34315789473685
252,Clothing,142.8242105263158
253,Toys,79.13863636363637
254,Books,63.228846153846156
255,Beauty,117.30045454545456
256,Grocery,108.52157894736841
257,Beauty,91.22166666666668
258,Clothing,100.85695652173914
259,Toys,71.61708333333333
260,Clothing,82.07884615384614
261,Clothing,114.98625
262,Clothing,69.39526315789473
263,Clothing,74.42416666666666
264,Electronics,106.9388888888889
265,Clothing,84.53315789473685
266,Clothing,116.68879999999999
267,Clothing,85.8
268,Books,92.19318181818181
269,Beauty,66.26210526315789
270,Home,131.63608695652175
271,Grocery,115.85151515151514
272,Books,59.93105263157895
273,Books,118.24857142857142
274,Electronics,165.46454545454546
275,Clothing,75.74192307692307
276,Clothing,102.2590909090909
277,Home,114.54866666666666
278,Grocery,91.59
279,Books,68.52454545454545
280,Clothing,84.92666666666666
281,Home,123.49074074074075
282,Books,115.32928571428572
283,Clothing,121.06631578947368
284,Clothing,112.112
285,Home,110.68199999999999
286,Clothing,149.8955
287,Books,108.03909090909092
288,Home,117.30217391304348
289,Sports,96.85809523809523
290,Electronics,101.5035
291,Home,112.13666666666667
292,Books,84.85285714285715
293,Grocery,72.22045454545454
294,Sports,114.70260869565217
295,Clothing,109.09882352941176
296,Home,122.90714285714287
297,Sports,91.63166666666667
298,Clothing,83.6875
299,Grocery,51.8475
300,Clothing,147.47608695652175
301,Clothing,100.37
302,Clothing,122.988125
303,Electronics,123.46900000000001
304,Sports,105.93344827586208
305,Grocery,85.14818181818181
306,Clothing,72.945
307,Toys,65.46133333333333
308,Clothing,95.63035714285715
309,Clothing,132.15318181818182
310,Electronics,205.19
311,Clothing,117.73421052631578
312,Books,118.2961111111111
313,Home,139.56476190476192
314,Clothing,58.555
315,Clothing,33.385555555555555
316,Electronics,102.84111111111112
317,Home,113.238125
318,Books,79.91636363636364
319,Electronics,117.4761111111111
320,Clothing,107.96037037037037
321,Home,133.77666666666667
322,Beauty,56.5465
323,Electronics,79.96333333333332
324,Home,106.40636363636364
325,Grocery,88.07636363636362
326,Sports,95.45954545454546
327,Home,68.35277777777777
328,Clothing,92.11571428571429
329,Clothing,101.43095238095239
330,Clothing,95.51142857142857
331,Clothing,115.43086956521738
332,Books,120.39380952380952
333,Electronics,125.10612903225807
334,Clothing,86.90545454545455
335,Electronics,129.025
336,Home,126.49423076923077
337,Clothing,83.53464285714286
338,Clothing,84.69761904761906
339,Electronics,99.5190909090909
340,Home,60.38466666666667
341,Beauty,79.53736842105263
342,Sports,60.06586206896552
343,Clothing,119.08818181818182
344,Books,76.30157894736843
345,Clothing,89.8435294117647
346,Electronics,116.22999999999999
347,Clothing,68.38941176470587
348,Sports,94.09333333333333
349,Beauty,62.548947368421054
350,Clothing,120.38
351,Beauty,93.60142857142857
352,Clothing,128.11499999999998
353,Clothing,91.91115384615385
354,Electronics,168.11153846153846
355,Clothing,78.45705882352941
356,Clothing,97.21296296296296
357,Electronics,120.37653846153846
358,Clothing,70.43944444444445
359,Clothing,153.8242857142857
360,Clothing,87.82117647058824
361,Clothing,127.27684210526314
362,Clothing,91.04411764705883
363,Grocery,99.713125
364,Grocery,119.895
365,Electronics,141.23857142857142
366,Grocery,81.37117647058824
367,Grocery,97.29
368,Clothing,85.5848
369,Clothing,126.17380952380952
370,Sports,71.61105263157896
371,Books,79.2776923076923
372,Electronics,94.46954545454545
373,Clothing,109.4716
374,Home,115.56863636363637
375,Electronics,109.39684210526316
376,Home,94.11666666666667
377,Books,123.74052631578948
378,Grocery,76.17521739130434
379,Books,70.37739130434782
380,Beauty,125.43380952380953
381,Beauty,103.30583333333334
382,Clothing,85.72263157894737
383,Beauty,124.58421052631579
384,Clothing,140.565625
385,Clothing,131.701875
386,Electronics,134.64272727272726
387,Beauty,69.55413793103449
388,Clothing,100.64933333333333
389,Clothing,123.69529411764707
390,Clothing,112.60428571428572
391,Clothing,121.89615384615385
392,Home,69.3025
393,Sports,87.44590909090908
394,Clothing,85.76416666666667
395,Beauty,63.458666666666666
396,Clothing,107.66764705882352
397,Books,54.962857142857146
398,Clothing,89.88388888888889
399,Clothing,70.5845
400,Clothing,50.9164705882353
401,Clothing,112.41083333333334
402,Beauty,82.08176470588236
403,Grocery,80.88047619047619
404,Home,69.1525
405,Clothing,93.72863636363637
406,Clothing,105.27857142857142
407,Sports,95.21
408,Clothing,108.158125
409,Clothing,110.05176470588235
410,Clothing,121.32333333333334
411,Clothing,143.5684
412,Beauty,89.46636363636364
413,Books,139.6140909090909
414,Clothing,183.8729411764706
415,Beauty,41.976875
416,Electronics,103.52666666666667
417,Home,102.93279999999999
418,Electronics,164.34
419,Home,78.7835
420,Electronics,110.20391304347827
421,Beauty,72.59684210526316
422,Electronics,178.31230769230768
423,Electronics,135.32347826086956
424,Clothing,63.79470588235294
425,Beauty,70.4538888888889
426,Home,115.804
427,Grocery,101.53705882352942
428,Electronics,164.79464285714286
429,Grocery,80.35176470588236
430,Home,130.55625
431,Clothing,120.17210526315789
432,Home,72.9809090909091
433,Clothing,70.19055555555556
434,Beauty,111.69470588235293
435,Electronics,127.369
436,Electronics,116.63
437,Electronics,97.1947619047619
438,Clothing,55.15681818181818
439,Electronics,114.06133333333334
440,Clothing,144.2513043478261
441,Grocery,93.13952380952381
442,Clothing,96.78823529411765
